,Sexo,Edad,Casado,Numero Dependientes,Recomendaciones realizadas,Meses como Cliente,Plan,Cargo Mensual LLamadas,Multiples lineas,Servicio Internet,GB mensuales consumidos,Servicio Adicional Antivirus,Servicio Respaldo en la Nube,Seguro Proteccion Equipo,Servicio Soporte Premium,Usa Streaming TV,Usa Streaming Peliculas,Usa Streaming Musica,Plan Ilimitado Datos,Tipo Contrato,Cobro Mensual,Historico de Devoluciones ,Historico Cargos extra datos,Historico Cargos Llamadas,Historico Cobro Acumulado   ,Fugado,Causa Fuga
177,Hombre,54,Si,6,5,27,Ninguno,18818.8,No,Si,79.5,Si,Si,No,No,No,No,No,Si,Mensual,28470,0,0,508107.6,1293463.6,No,
178,Mujer,57,No,0,0,35,Ninguno,23301.2,No,Si,30,Si,Si,Si,No,No,No,No,Si,Mensual,31486,0,0,815542,1846494,No,
179,Mujer,40,Si,2,7,54,Plan B,2251.6,Si,Si,18,No,Si,Si,Si,Si,Si,Si,Si,Mensual,44824,0,0,121586.4,2474092.4,No,
180,Hombre,56,No,0,0,1,Ninguno,2906.8,Si,Si,3,No,No,No,No,Si,Si,Si,Si,Mensual,49634,0,0,2906.8,52540.8,Si,Mejor la Competencia
181,Hombre,38,No,0,0,5,Plan E,7259.2,No,Si,7.5,No,No,Si,Si,Si,No,No,Si,Mensual,33254,0,0,36296,201708,No,
182,Hombre,61,No,0,0,19,Ninguno,21730.8,No,Si,9,No,Si,No,Si,No,Si,Si,No,Anual,33982,0,31200,412885.2,1084647.2,No,
183,Hombre,35,Si,2,1,52,Ninguno,,,Si,25.5,No,Si,Si,Si,Si,No,No,Si,Otro mas largo,26104,14045.2,0,0,1314034.8,No,
184,Mujer,61,Si,3,8,72,Ninguno,,,Si,33,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,33176,0,0,0,2435836,No,
185,Hombre,50,No,0,0,32,Ninguno,7753.2,No,No,,,,,,,,,,Otro mas largo,10426,5059.6,0,248102.4,562556.8,No,
186,Mujer,47,Si,0,1,8,Ninguno,8777.6,No,Si,9,No,Si,Si,No,Si,Si,Si,Si,Mensual,52598,0,0,70220.8,508528.8,Si,Mejor la Competencia
187,Hombre,35,No,0,0,41,Plan B,19526,Si,Si,45,No,No,Si,No,No,Si,Si,No,Anual,33800,0,72800,800566,2189902,No,
188,Hombre,32,No,0,0,5,Ninguno,10925.2,No,No,,,,,,,,,,Mensual,10010,0,0,54626,99372,No,
189,Mujer,54,No,1,0,11,Ninguno,,,Si,25.5,Si,No,No,Si,No,No,No,No,Anual,18746,0,52000,0,261352,No,
190,Hombre,61,No,0,0,5,Ninguno,16166.8,No,Si,16.5,No,No,No,Si,Si,Si,Si,Si,Mensual,49972,0,0,80834,316602,Si,Mejor la Competencia
191,Mujer,62,No,0,0,16,Plan D,21585.2,No,No,,,,,,,,,,Anual,9906,0,0,345363.2,515221.2,No,
192,Hombre,80,No,0,0,71,Ninguno,3172,Si,Si,13.5,No,Si,No,Si,Si,Si,No,Si,Anual,54990,0,0,225212,4064294,No,
193,Mujer,23,No,0,0,11,Ninguno,,,Si,88.5,No,Si,Si,Si,No,No,No,Si,Anual,21008,0,0,0,219752,No,
194,Mujer,63,Si,0,1,61,Ninguno,25651.6,Si,Si,10.5,No,Si,No,No,Si,Si,Si,Si,Mensual,51558,0,0,1564747.6,4689973.6,Si,Disconforme
195,Mujer,50,Si,0,2,71,Ninguno,11991.2,No,Si,9,Si,Si,Si,Si,Si,Si,Si,Si,Anual,44096,0,0,851375.2,3995347.2,No,
196,Hombre,56,No,0,0,9,Ninguno,21184.8,No,No,,,,,,,,,,Mensual,10322,0,0,190663.2,283639.2,No,
197,Mujer,63,No,0,0,6,Ninguno,20363.2,No,Si,12,Si,No,No,No,No,No,No,Si,Mensual,25714,0,0,122179.2,285771.2,No,
198,Mujer,58,No,0,0,26,Ninguno,19806.8,No,Si,33,No,No,No,No,Si,Si,Si,No,Mensual,46176,0,26000,514976.8,1723638.8,Si,Disconforme
199,Mujer,29,No,0,0,6,Plan E,3629.6,No,Si,45,Si,Si,No,No,No,No,No,No,Mensual,28678,0,0,21777.6,189685.6,No,
200,Hombre,54,No,0,0,11,Ninguno,15896.4,No,Si,22.5,No,No,Si,No,No,Si,Si,Si,Mensual,44096,0,0,174860.4,637010.4,No,
201,Hombre,25,Si,0,1,1,Ninguno,22708.4,No,Si,109.5,No,No,No,No,Si,No,Si,No,Mensual,41886,0,0,22708.4,64594.4,Si,Mejor la Competencia
202,Mujer,31,Si,0,10,49,Ninguno,1466.4,No,No,,,,,,,,,,Otro mas largo,10478,0,0,71853.6,577995.6,No,
204,Mujer,46,No,0,0,53,Plan B,22656.4,No,Si,19.5,Si,Si,Si,Si,No,Si,Si,Si,Otro mas largo,51740,0,0,1200789.2,4021399.2,No,
205,Hombre,28,Si,0,1,23,Ninguno,19734,No,Si,40.5,Si,No,No,Si,Si,Si,Si,Si,Mensual,51922,0,0,453882,1666158,Si,Otra
206,Hombre,63,No,0,0,2,Ninguno,13254.8,No,Si,13.5,No,No,No,No,No,No,No,Si,Mensual,23582,0,0,26509.6,73049.6,Si,Mejor la Competencia
207,Hombre,37,No,0,0,1,Ninguno,5902,No,Si,13.5,Si,No,No,No,No,No,No,Si,Mensual,25246,0,0,5902,31148,Si,Servicio Cliente
209,Mujer,74,Si,0,1,68,Ninguno,11091.6,Si,Si,36,No,Si,No,No,Si,Si,Si,Si,Mensual,52104,0,0,754228.8,4317086.8,Si,Mejor la Competencia
210,Hombre,44,No,0,0,8,Ninguno,10134.8,No,Si,15,No,No,Si,No,Si,Si,Si,No,Mensual,49244,0,41600,81078.4,507634.4,Si,Mejor la Competencia
211,Mujer,21,Si,0,9,70,Plan A,8663.2,Si,Si,39,No,No,Si,No,Si,Si,Si,No,Anual,50778,0,41600,606424,4278924,No,
212,Hombre,62,Si,3,9,39,Plan C,8990.8,Si,Si,112.5,No,No,Si,No,Si,Si,Si,Si,Anual,52000,0,0,350641.2,2345127.2,No,
213,Mujer,43,No,0,0,1,Ninguno,9032.4,No,Si,37.5,No,No,No,No,No,No,No,Si,Mensual,36452,0,0,9032.4,45484.4,Si,Mejor la Competencia
214,Mujer,40,No,0,0,3,Ninguno,15693.6,No,Si,10.5,No,Si,No,Si,Si,Si,Si,Si,Mensual,50908,0,0,47080.8,211036.8,Si,Por Precio
215,Hombre,48,Si,0,8,60,Plan B,9994.4,Si,Si,6,No,Si,Si,No,Si,Si,Si,Si,Anual,53300,0,0,599664,3801616,No,
216,Mujer,55,Si,0,1,5,Plan E,8881.6,No,Si,15,No,No,No,No,No,No,No,Si,Mensual,36374,0,0,44408,216086,Si,Servicio Cliente
217,Hombre,77,No,0,0,3,Plan E,4794.4,Si,Si,21,No,Si,No,No,No,No,No,Si,Mensual,42302,0,0,14383.2,135907.2,Si,Mejor la Competencia
218,Mujer,41,Si,0,0,55,Ninguno,18397.6,Si,Si,19.5,Si,Si,No,Si,No,No,No,No,Anual,34346,23155.6,78000,1011868,2867004.4,No,
219,Hombre,43,No,0,0,72,Ninguno,,,Si,9,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,31824,0,0,0,2282930,No,
220,Hombre,69,Si,0,7,72,Plan A,2740.4,No,Si,13.5,Si,Si,Si,Si,Si,No,No,No,Otro mas largo,38688,0,72800,197308.8,3057698.8,No,
221,Mujer,63,No,0,0,41,Ninguno,5423.6,Si,Si,33,No,Si,Si,No,Si,Si,Si,No,Mensual,55276,0,67600,222367.6,2600561.6,Si,Por Precio
222,Hombre,38,No,0,0,60,Plan B,,,Si,37.5,Si,Si,Si,No,No,No,No,Si,Otro mas largo,20592,19999.2,0,0,1240740.8,No,
223,Mujer,43,No,0,0,6,Ninguno,1352,No,Si,33,No,No,No,No,Si,Si,Si,Si,Mensual,46436,0,0,8112,308464,Si,Otra
224,Mujer,29,Si,0,6,46,Ninguno,1040,Si,Si,72,No,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,56628,0,0,47840,2572076,No,
225,Mujer,46,No,0,0,15,Ninguno,1424.8,No,No,,,,,,,,,,Mensual,10348,0,0,21372,188006,No,
226,Mujer,33,Si,0,1,58,Ninguno,1825.2,Si,Si,42,No,No,Si,Si,Si,Si,Si,No,Mensual,53092,0,52000,105861.6,3218269.6,Si,Mejor la Competencia
227,Hombre,60,Si,3,10,23,Ninguno,17700.8,No,No,,,,,,,,,,Otro mas largo,10192,0,0,407118.4,628976.4,No,
228,Mujer,70,Si,0,1,31,Plan C,24934,No,Si,31.5,No,No,Si,Si,Si,Si,No,Si,Mensual,51428,0,0,772954,2286830,Si,Otra
229,Hombre,54,Si,0,1,11,Plan D,6734,No,Si,9,No,No,No,No,No,No,No,Si,Mensual,23868,0,0,74074,345462,No,
230,Mujer,80,No,0,0,56,Ninguno,9011.6,Si,Si,24,No,Si,Si,Si,Si,No,No,Si,Otro mas largo,51948,0,0,504649.6,3471925.6,No,
231,Mujer,41,No,3,0,25,Plan C,6692.4,No,No,,,,,,,,,,Mensual,10426,0,0,167310,412594,No,
232,Mujer,38,No,0,0,68,Plan A,,,Si,42,Si,Si,Si,Si,Si,Si,Si,No,Otro mas largo,-4160,0,67600,0,2428192,No,
233,Mujer,48,No,0,0,40,Ninguno,13535.6,No,No,,,,,,,,,,Otro mas largo,10218,0,0,541424,973154,No,
234,Hombre,46,No,0,0,36,Ninguno,12823.2,Si,Si,33,No,No,No,No,No,Si,Si,Si,Mensual,44148,0,0,461635.2,2056579.2,Si,Servicio Cliente
235,Hombre,22,No,0,0,32,Plan C,14398.8,Si,Si,109.5,Si,Si,No,Si,Si,Si,Si,Si,Mensual,56238,0,0,460761.6,2245869.6,Si,Servicio Cliente
236,Hombre,28,Si,3,10,71,Plan A,5257.2,Si,Si,88.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,45162,0,0,373261.2,3630437.2,No,
237,Hombre,58,Si,0,2,17,Plan D,5257.2,Si,Si,3,No,Si,Si,No,Si,Si,Si,Si,Mensual,53326,0,0,89372.4,995472.4,No,
238,Hombre,55,Si,0,6,18,Plan D,16530.8,No,Si,28.5,No,No,Si,Si,No,No,No,Si,Mensual,40664,0,0,297554.4,1061304.4,No,
239,Mujer,52,No,0,0,37,Ninguno,6099.6,Si,Si,45,Si,Si,Si,No,No,No,No,No,Mensual,47424,0,0,225685.2,1984481.2,No,
241,Mujer,56,Si,2,6,28,Plan C,6728.8,No,Si,36,No,No,No,No,No,No,No,Si,Anual,36608,0,0,188406.4,1224350.4,No,
242,Hombre,34,No,0,0,9,Plan E,,,Si,28.5,Si,Si,Si,No,No,No,No,Si,Anual,20566,0,0,0,193960,No,
244,Hombre,59,Si,0,1,65,Ninguno,12199.2,No,No,,,,,,,,,,Otro mas largo,10608,0,0,792948,1528462,No,
246,Mujer,31,No,0,0,1,Plan E,,,Si,12,No,No,No,No,Si,No,No,Si,Mensual,18044,0,0,0,18044,Si,Otra
247,Hombre,24,Si,0,3,36,Plan C,21491.6,No,Si,61.5,Si,No,No,No,Si,Si,Si,Si,Mensual,48672,8611.2,0,773697.6,2515432.4,No,
248,Hombre,21,No,0,0,23,Ninguno,20118.8,Si,Si,103.5,No,No,No,Si,Si,No,Si,Si,Mensual,47112,2459.6,0,462732.4,1470736.8,Si,Mejor la Competencia
249,Hombre,21,Si,3,9,22,Plan D,22141.6,No,Si,123,Si,Si,No,Si,No,No,Si,Si,Mensual,30134,0,0,487115.2,1148451.2,No,
250,Mujer,56,Si,0,1,72,Ninguno,2371.2,Si,Si,27,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,58292,9817.6,0,170726.4,4303202.8,No,
251,Mujer,31,Si,0,7,17,Ninguno,9313.2,Si,Si,13.5,No,No,Si,No,Si,No,No,Si,Mensual,45890,0,0,158324.4,917862.4,Si,Otra
252,Mujer,20,No,0,0,3,Ninguno,5512,No,Si,109.5,No,No,No,Si,No,Si,Si,Si,Mensual,44616,0,0,16536,158080,Si,Mejor la Competencia
253,Hombre,31,Si,0,1,58,Plan B,8954.4,No,Si,31.5,Si,Si,Si,No,No,No,No,Si,Anual,31356,0,0,519355.2,2372531.2,Si,Disconforme
254,Hombre,60,Si,0,1,67,Ninguno,23530,No,Si,27,Si,Si,Si,No,Si,Si,Si,Si,Otro mas largo,42302,0,0,1576510,4383782,No,
255,Hombre,72,No,0,0,34,Ninguno,18200,No,Si,18,No,Si,Si,No,Si,Si,No,Si,Anual,51922,0,0,618800,2357238,No,
256,Hombre,56,No,0,0,10,Ninguno,2298.4,No,No,,,,,,,,,,Mensual,10400,0,0,22984,126308,No,
257,Mujer,42,No,0,0,69,Plan A,9604.4,Si,Si,42,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,44382,0,0,662703.6,3729351.6,No,
258,Hombre,38,No,0,0,40,Ninguno,,,Si,28.5,Si,Si,Si,No,Si,Si,Si,Si,Anual,32266,0,0,0,1306006,No,
259,Hombre,64,No,0,0,20,Plan D,6552,No,Si,43.5,Si,No,Si,No,No,Si,Si,Si,Mensual,33488,0,0,131040,858312,No,
260,Mujer,61,Si,1,9,46,Ninguno,24700,No,No,,,,,,,,,,Otro mas largo,10088,0,0,1136200,1639482,No,
261,Mujer,28,Si,0,1,2,Ninguno,5090.8,No,Si,61.5,Si,No,No,No,No,No,No,Si,Mensual,38688,0,0,10181.6,82669.6,Si,Servicio Cliente
262,Mujer,76,Si,2,1,1,Plan E,7945.6,No,Si,45,No,No,No,No,No,No,No,Si,Mensual,36634,0,0,7945.6,44579.6,Si,Otra
263,Mujer,44,Si,0,7,72,Ninguno,3421.6,Si,Si,10.5,Si,No,Si,No,Si,Si,Si,Si,Otro mas largo,54600,0,0,246355.2,4193051.2,No,
264,Hombre,28,Si,3,0,70,Ninguno,634.4,Si,No,,,,,,,,,,Otro mas largo,13078,0,0,44408,975286,No,
266,Hombre,25,No,3,0,23,Plan D,821.6,No,Si,70.5,No,Si,No,Si,No,No,Si,Si,Mensual,28756,0,0,18896.8,686680.8,No,
267,Hombre,58,Si,0,4,36,Plan C,21101.6,Si,Si,18,No,No,No,No,Si,Si,Si,Si,Mensual,49608,0,0,759657.6,2566241.6,No,
268,Hombre,70,Si,0,0,59,Ninguno,5605.6,Si,Si,22.5,No,No,No,No,Si,Si,No,Si,Mensual,48802,4227.6,0,330730.4,3225372.8,Si,Por Precio
269,Hombre,24,No,0,0,67,Plan A,24601.2,No,No,,,,,,,,,,Otro mas largo,10660,0,0,1648280.4,2392374.4,No,
270,Hombre,22,Si,3,4,72,Ninguno,4331.6,Si,Si,88.5,Si,No,Si,No,Si,Si,Si,No,Otro mas largo,54886,0,5200,311875.2,4239045.2,No,
271,Mujer,22,No,0,0,37,Ninguno,12500.8,Si,Si,88.5,No,Si,Si,No,Si,Si,Si,Si,Mensual,52988,0,0,462529.6,2306111.6,Si,Disconforme
272,Mujer,36,Si,1,4,72,Plan A,10691.2,Si,No,,,,,,,,,,Otro mas largo,12714,0,0,769766.4,1658498.4,No,
273,Hombre,23,Si,0,10,72,Plan A,14544.4,No,No,,,,,,,,,,Otro mas largo,10244,0,0,1047196.8,1786584.8,No,
274,Hombre,21,No,2,0,3,Plan E,7592,Si,Si,106.5,No,No,No,No,No,No,Si,Si,Mensual,38688,4544.8,0,22776,137597.2,Si,Disconforme
275,Mujer,75,Si,0,0,54,Plan B,17414.8,Si,Si,12,No,Si,No,No,Si,Si,Si,Si,Anual,52780,0,0,940399.2,3734411.2,Si,Por Precio
276,Hombre,59,Si,0,1,60,Ninguno,18314.4,Si,Si,24,No,Si,Si,No,Si,No,No,Si,Mensual,49790,0,0,1098864,4085172,Si,Disconforme
277,Mujer,35,Si,0,8,58,Plan B,19734,Si,Si,27,Si,Si,Si,No,Si,Si,Si,Si,Anual,57538,0,0,1144572,4538430,No,
278,Mujer,64,Si,0,1,31,Plan C,6255.6,No,Si,13.5,No,Si,No,No,No,Si,Si,Si,Mensual,43602,5912.4,0,193923.6,1578569.2,No,
280,Hombre,20,No,0,0,55,Ninguno,6385.6,No,Si,72,Si,No,Si,Si,No,No,No,Si,Otro mas largo,30784,0,0,351208,2002650,No,
281,Mujer,58,No,0,0,1,Plan E,13795.6,No,Si,45,No,No,No,No,No,No,No,Si,Mensual,23088,0,0,13795.6,36883.6,Si,Servicio Cliente
282,Hombre,44,Si,0,1,49,Plan B,7389.2,No,Si,34.5,No,Si,No,No,Si,No,No,Si,Mensual,44356,0,0,362070.8,2597004.8,No,
283,Hombre,40,No,0,0,8,Ninguno,,,Si,24,No,No,No,No,No,No,No,Si,Mensual,13260,0,0,0,111904,Si,Servicio Cliente
284,Mujer,72,No,0,0,39,Ninguno,5215.6,Si,Si,19.5,No,No,Si,No,Si,Si,No,Si,Otro mas largo,51870,0,0,203408.4,2302128.4,No,
285,Hombre,43,Si,0,9,66,Plan A,19609.2,Si,Si,22.5,Si,Si,Si,No,No,No,No,Si,Otro mas largo,34372,0,0,1294207.2,3597001.2,No,
286,Mujer,23,Si,0,7,15,Ninguno,18007.6,No,No,,,,,,,,,,Anual,10686,0,0,270114,424008,No,
287,Mujer,34,Si,0,1,51,Plan B,24814.4,Si,Si,34.5,No,No,Si,No,Si,Si,Si,No,Anual,51402,0,67600,1265534.4,3905860.4,No,
288,Hombre,74,No,0,0,9,Ninguno,3697.2,No,Si,18,No,No,No,Si,No,No,No,Si,Otro mas largo,25584,0,0,33274.8,266182.8,No,
289,Mujer,54,No,0,0,1,Plan E,8065.2,No,No,,,,,,,,,,Mensual,10868,0,0,8065.2,18933.2,Si,Disconforme
290,Hombre,29,No,0,0,25,Plan C,1861.6,No,No,,,,,,,,,,Anual,10140,0,0,46540,315016,No,
291,Hombre,56,Si,0,9,22,Ninguno,25313.6,No,Si,27,No,No,Si,No,Si,No,No,Si,Mensual,45240,0,0,556899.2,1519237.2,No,
292,Hombre,40,No,0,0,15,Ninguno,6110,Si,Si,42,No,No,No,No,No,No,No,Si,Mensual,25480,0,0,91650,481260,No,
293,Mujer,37,Si,0,1,28,Ninguno,9521.2,No,Si,19.5,No,No,No,No,Si,Si,Si,Si,Anual,46852,0,0,266593.6,1618047.6,Si,Disconforme
295,Mujer,34,Si,0,3,47,Plan B,19838,Si,Si,21,No,No,Si,No,Si,Si,Si,Si,Mensual,52260,0,0,932386,3380078,No,
296,Mujer,21,No,0,0,67,Plan A,4529.2,Si,Si,61.5,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,44330,681.2,0,303456.4,3274159.2,No,
297,Mujer,78,No,0,0,18,Plan D,10966.8,No,Si,27,No,Si,No,No,No,No,No,No,Mensual,38844,0,10400,197402.4,880994.4,No,
298,Hombre,47,Si,0,1,62,Plan B,17524,No,Si,22.5,No,Si,Si,Si,No,No,No,Si,Otro mas largo,31278,0,0,1086488,3038152,No,
299,Mujer,51,No,0,0,41,Ninguno,3203.2,Si,Si,18,No,Si,Si,No,Si,Si,Si,Si,Anual,41886,0,0,131331.2,1828559.2,No,
300,Mujer,64,No,0,0,44,Plan B,9578.4,Si,Si,33,No,No,No,No,No,No,No,Si,Mensual,26078,0,0,421449.6,1533781.6,No,
301,Mujer,59,No,0,0,53,Ninguno,17617.6,No,Si,9,No,Si,Si,Si,No,Si,Si,Si,Anual,49114,0,0,933732.8,3555962.8,No,
302,Hombre,44,Si,0,4,48,Ninguno,17191.2,No,No,,,,,,,,,,Otro mas largo,10426,0,0,825177.6,1363897.6,No,
303,Mujer,79,Si,0,2,54,Plan B,22729.2,Si,Si,18,Si,Si,Si,Si,Si,Si,No,Si,Anual,60112,0,0,1227376.8,4571522.8,No,
304,Mujer,28,Si,0,3,48,Ninguno,,,Si,87,Si,No,Si,No,No,Si,Si,No,Mensual,23556,0,72800,0,1188200,Si,Por Precio
305,Hombre,39,No,0,0,24,Plan C,13353.6,Si,Si,9,No,Si,No,No,Si,Si,Si,Si,Mensual,51818,0,0,320486.4,1571008.4,No,
306,Hombre,32,No,0,0,33,Plan C,18122,No,Si,40.5,No,Si,No,Si,No,No,No,Si,Otro mas largo,41912,0,0,598026,1976598,No,
307,Hombre,58,Si,0,1,66,Ninguno,22282,Si,Si,31.5,Si,Si,No,Si,Si,Si,Si,Si,Otro mas largo,44330,0,0,1470612,4350554,No,
309,Mujer,58,No,0,0,13,Plan D,,,Si,19.5,No,No,Si,Si,No,No,No,No,Otro mas largo,18408,0,52000,0,286208,No,
310,Hombre,19,Si,0,1,63,Ninguno,6994,Si,Si,103.5,Si,Si,Si,No,Si,Si,Si,Si,Otro mas largo,43420,0,0,440622,3266822,No,
311,Mujer,45,Si,0,0,23,Ninguno,20181.2,No,Si,42,No,Si,Si,Si,No,No,No,Si,Mensual,43576,0,0,464167.6,1452297.6,Si,Servicio Cliente
312,Hombre,26,No,1,0,52,Ninguno,12022.4,Si,No,,,,,,,,,,Otro mas largo,13312,0,0,625164.8,1319104.8,No,
314,Hombre,23,No,0,0,10,Ninguno,15756,No,Si,109.5,No,No,No,No,No,Si,Si,No,Mensual,29510,0,15600,157560,434850,No,
315,Mujer,39,Si,2,10,72,Ninguno,7368.4,No,No,,,,,,,,,,Otro mas largo,10452,0,0,530524.8,1290166.8,No,
316,Hombre,62,No,0,0,29,Plan C,25064,No,Si,28.5,No,No,Si,Si,Si,Si,Si,Si,Mensual,51376,0,0,726856,2186548,No,
317,Mujer,70,Si,0,8,62,Plan B,11824.8,Si,Si,27,Si,No,Si,No,Si,Si,Si,Si,Anual,54522,0,0,733137.6,4015845.6,No,
318,Hombre,34,Si,0,1,41,Ninguno,8273.2,Si,Si,43.5,No,No,Si,No,Si,Si,Si,Si,Anual,37960,0,0,339201.2,1899825.2,Si,Mejor la Competencia
319,Hombre,47,No,0,0,43,Plan B,25547.6,Si,Si,37.5,No,Si,No,No,No,No,No,Si,Mensual,40482,0,0,1098546.8,2848788.8,Si,Por Precio
320,Mujer,63,No,1,0,26,Plan C,1289.6,No,Si,28.5,No,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,54834,0,0,33529.6,1445485.6,No,
321,Mujer,58,Si,0,9,19,Plan D,5553.6,No,Si,34.5,No,No,Si,No,Si,Si,Si,Si,Mensual,50336,0,0,105518.4,1011904.4,No,
322,Mujer,42,Si,3,8,72,Ninguno,24752,Si,No,,,,,,,,,,Otro mas largo,12610,25875.2,0,1782144,2684208.8,No,
323,Mujer,74,No,0,0,45,Plan B,17742.4,Si,Si,22.5,No,No,Si,No,Si,Si,No,Si,Anual,53118,0,0,798408,3260790,No,
324,Hombre,43,No,0,0,32,Ninguno,8070.4,No,Si,18,No,No,No,No,Si,Si,Si,Si,Anual,33722,0,0,258252.8,1303946.8,No,
325,Hombre,23,No,0,0,41,Ninguno,21429.2,Si,No,,,,,,,,,,Mensual,13130,0,0,878597.2,1396751.2,No,
326,Hombre,52,Si,2,4,65,Ninguno,18980,Si,No,,,,,,,,,,Otro mas largo,12870,0,0,1233700,2125552,No,
327,Hombre,37,Si,1,0,55,Ninguno,25511.2,Si,Si,40.5,Si,Si,No,No,Si,No,No,Si,Mensual,50310,0,0,1403116,4127344,Si,Por Precio
328,Hombre,48,Si,2,2,11,Plan D,21195.2,No,No,,,,,,,,,,Otro mas largo,10218,0,0,233147.2,350537.2,No,
329,Mujer,58,No,0,0,49,Plan B,3905.2,No,Si,19.5,No,No,Si,Si,Si,Si,Si,Si,Otro mas largo,38714,0,0,191354.8,2126742.8,No,
330,Hombre,49,Si,0,1,61,Ninguno,7878,Si,Si,42,Si,No,Si,Si,Si,No,No,Si,Mensual,51688,0,0,480558,3571256,No,
331,Hombre,49,Si,2,5,25,Ninguno,9926.8,No,No,,,,,,,,,,Mensual,9958,0,0,248170,496522,No,
332,Mujer,41,No,0,0,1,Ninguno,4321.2,No,Si,40.5,No,No,No,No,No,No,No,Si,Mensual,36140,0,0,4321.2,40461.2,Si,Disconforme
333,Mujer,61,No,3,0,23,Plan D,13442,No,Si,79.5,No,No,No,Si,No,No,No,Si,Anual,25714,0,0,309166,891228,No,
334,Hombre,28,No,0,0,21,Plan D,14840.8,Si,Si,63,No,No,No,No,No,No,Si,Si,Mensual,38324,0,0,311656.8,1122180.8,No,
335,Mujer,39,No,0,0,1,Ninguno,17617.6,No,Si,39,No,No,No,No,No,Si,Si,Si,Mensual,41444,0,0,17617.6,59061.6,Si,Disconforme
336,Hombre,78,Si,0,1,5,Ninguno,3463.2,Si,Si,21,No,No,Si,No,No,No,No,No,Mensual,-520,0,10400,17316,206570,Si,Mejor la Competencia
337,Hombre,61,Si,0,10,24,Plan C,17087.2,No,Si,45,Si,No,No,Si,Si,Si,Si,Si,Anual,38688,0,0,410092.8,1300800.8,No,
338,Mujer,72,No,0,0,27,Ninguno,8808.8,Si,Si,16.5,No,No,Si,No,No,Si,No,Si,Mensual,45916,0,0,237837.6,1521067.6,Si,Otra
339,Mujer,41,Si,0,7,70,Plan A,6089.2,No,No,,,,,,,,,,Otro mas largo,10296,0,0,426244,1153022,No,
340,Mujer,78,No,0,0,5,Ninguno,22011.6,No,Si,13.5,No,No,Si,No,No,No,No,Si,Mensual,39286,0,0,110058,291876,Si,Mejor la Competencia
341,Hombre,54,Si,1,1,46,Ninguno,23878.4,No,No,,,,,,,,,,Otro mas largo,10504,0,0,1098406.4,1575480.4,No,
343,Mujer,32,Si,3,9,57,Plan B,13868.4,No,No,,,,,,,,,,Otro mas largo,10452,0,0,790498.8,1356102.8,No,
344,Mujer,41,No,0,0,1,Plan E,5298.8,No,Si,13.5,No,No,No,No,No,No,No,Si,Mensual,36972,0,0,5298.8,42270.8,Si,Mejor la Competencia
345,Mujer,74,Si,0,3,60,Ninguno,14393.6,Si,Si,39,No,No,Si,No,Si,Si,No,Si,Anual,52260,0,0,863616,3998696,No,
346,Hombre,57,Si,0,6,37,Ninguno,2340,Si,Si,13.5,Si,No,Si,Si,No,No,No,Si,Otro mas largo,32656,8824.4,0,86580,1262705.6,No,
347,Hombre,42,No,0,0,1,Ninguno,22292.4,No,Si,12,No,No,No,No,No,No,No,No,Mensual,36634,0,5200,22292.4,64126.4,Si,Mejor la Competencia
348,Hombre,39,Si,2,8,28,Ninguno,4019.6,No,Si,19.5,No,Si,Si,No,Si,Si,Si,Si,Anual,52182,0,0,112548.8,1568028.8,No,
349,Mujer,78,No,0,0,24,Ninguno,9562.8,No,No,,,,,,,,,,Otro mas largo,10556,0,0,229507.2,468681.2,No,
350,Mujer,27,No,0,0,62,Ninguno,12417.6,Si,Si,70.5,Si,Si,Si,No,No,No,No,Si,Anual,47866,7389.2,0,769891.2,3755518,No,
351,Mujer,39,No,0,0,18,Plan D,4654,No,No,,,,,,,,,,Anual,10478,0,0,83772,287014,Si,Servicio Cliente
352,Mujer,21,No,0,0,5,Ninguno,1877.2,No,Si,103.5,Si,No,No,Si,No,No,No,Si,Mensual,28184,0,0,9386,169676,Si,Disconforme
353,Mujer,58,Si,3,9,20,Ninguno,22079.2,No,No,,,,,,,,,,Mensual,10582,0,0,441584,671736,No,
354,Mujer,56,No,0,0,1,Ninguno,13520,No,Si,12,No,No,No,No,No,No,No,Si,Mensual,36790,0,0,13520,50310,Si,Disconforme
355,Hombre,26,No,0,0,35,Ninguno,20716.8,No,Si,72,No,Si,Si,No,Si,Si,Si,Si,Anual,53222,0,0,725088,2610660,Si,Por Precio
356,Mujer,78,No,0,0,52,Ninguno,,,Si,34.5,No,Si,Si,Si,Si,No,No,Si,Otro mas largo,26260,0,0,0,1334476,No,
357,Mujer,25,Si,0,1,30,Plan C,2506.4,Si,Si,61.5,No,No,No,No,No,Si,Si,Si,Mensual,44200,0,0,75192,1439802,Si,Otra
358,Hombre,36,Si,0,7,72,Plan A,,,Si,25.5,Si,Si,Si,No,No,No,No,Si,Otro mas largo,21892,0,0,0,1540240,No,
